slug,name,status,founded_year,hq,website,sector,one_liner,total_raised_m,latest_valuation_m,employees,revenue_signals,business_model,key_customers,team_china_profile,confidence,last_updated
nexthop-ai,Nexthop AI,Private,2024,"Santa Clara, California",https://nexthop.ai,AI / Networking Infrastructure / Data Center Hardware,Nexthop AI builds custom networking hardware and software optimized for AI data centers,610.0,4200.0,unknown,,,,,high,2026-03-24
neysa,Neysa,active,2023,"Mumbai, India",https://neysa.ai,AI Cloud / Emerging Markets,AI acceleration cloud for enterprises in India and Southeast Asia — GPU compute and model deployment infrastructure.,30.0,,,,,,,medium,2026-03-21
ninjatech-ai,NinjaTech AI,active,2024,"Los Altos, CA",https://ninjatech.ai,AI Agents / Super Agent,"All-in-one agentic AI assistant handling multi-day workflows — coding, research, scheduling. Amazon + Samsung + SRI backed.",,,,,,,,medium,2026-03-21
nitra,Nitra,active,2022,"New York, NY",https://nitra.com,AI Healthcare Ops,"AI-native OS for physician practices — scheduling, billing, compliance. 700+ clinics, B+ processing, M ARR. Founded by FiscalNote founders.",187.0,,,,,,,high,2026-03-23
noda-ai,NODA AI,active,2024,"Austin, TX",https://www.nodaintelligence.ai,AI Defense / Autonomous Systems Orchestration,Multi-domain AI orchestration for autonomous defense systems. Vendor-agnostic reasoning across 30+ platforms. US DoD + UK MoD.,25.0,125.0,,,,,,medium,2026-03-21
noetik,Noetik,active,2023,"San Francisco, CA",https://www.noetik.ai,AI Drug Discovery / Cancer Biology,AI foundation models for cancer biology using spatial single-cell imaging. $50M+ GSK licensing deal.,54.0,,,,,,,medium,2026-03-21
nomagic,Nomagic,active,2017,"Warsaw, Poland",https://nomagic.ai,physical-ai; robotics; warehouse-automation,Polish AI robotics company building intelligent pick-and-place robotic arms for warehouse automation.,84.0,,,,,,,high,2026-03-23
nomic,Nomic,active,2022,"New York, NY",https://www.nomic.ai,Open Source AI / Embeddings,Open-source embeddings and data visualization tools for AI developers.,17.0,100.0,,,,,,medium,2026-03-21
norm-ai,Norm AI,Private,2023,"New York, NY",https://www.norm.ai,Regulatory Compliance AI / RegTech,"Norm AI transforms regulations, laws, corporate policies, and legal obligations into AI-powered compliance systems",139.1,,100 (uncertain),,,,,high,2026-03-20
nous-research,Nous Research,Private,2022,"New York, NY",https://nousresearch.com,Artificial Intelligence,Nous Research is an open-source AI research lab founded in 2022 by a small group of researchers who met on Discord and Twitter,,,,,"Open-source AI research lab with decentralized training infrastructure (Psyche Network on Solana); revenue model unclear -- likely a mix of token economics, enterprise services, and API access",,,high,2026-03-20
novee,Novee,active,2025,"Tel Aviv, Israel",https://www.novee.ai,AI Cybersecurity / Offensive,AI-powered offensive security and penetration testing — AI hacker outperforming frontier LLMs.,51.5,,,,,,,medium,2026-03-21
nozomio,Nozomio,Active,2025,"San Francisco, CA",https://nozomio.com,AI Developer Tools / AI Coding Agents,AI-powered context layer that provides coding agents with up-to-date knowledge from libraries and documentation,6.7,,,,,,,High,2026-03-23
nscale,Nscale,Private (IPO planned for 2026),2024,"London, United Kingdom",https://www.nscale.com,AI / GPU Cloud Infrastructure / Data Centers,"Nscale is a London-based AI infrastructure company that designs, builds, and operates GPU data centers for AI workloads",3280.0,14600.0,unknown,,,,,high,2026-03-24
nudge-bci,Nudge (BCI),active,2024,"San Francisco, CA",https://nudge.com,AI Neurotech / Brain Interface,"Non-invasive whole-brain interface using focused ultrasound wearable. Targets mood, memory, focus, pain. Co-founded by Coinbase co-founder.",100.0,,,,,,,medium,2026-03-21
numeric,Numeric,Private,2020,"San Francisco, CA",https://www.numeric.io,AI for Accounting / Financial Close,"Numeric is an AI-powered accounting platform that unifies close management, financial reporting, and cash management for enterprise finance teams",89.0,,50-80 (estimated),Undisclosed,,,,high,2026-03-20
numind,NuMind,Private,2022,"San Francisco, CA",https://www.numind.ai,AI Infrastructure / NLP / Custom Models,"Platform for creating custom NLP models powered by LLMs -- 10x faster than traditional approaches, no ML expertise required",3.5,,,,,,,high,2026-03-23
nuro,Nuro,active,2016,"Mountain View, California",https://www.nuro.ai,Autonomous Vehicles / AI / Robotics,Autonomous vehicle technology company licensing its Level 4 self-driving Nuro Driver system to automakers and mobility providers for robotaxis and delivery,2300.0,6000.0,975 (est. 2025),,,,,high,2026-03-20
oasis-security,Oasis Security,active,2023,"New York, NY (with engineering in Tel Aviv, Israel)",https://www.oasis.security,AI Cybersecurity / Non-Human Identity,Identity security for AI agents and non-human identities.,120.0,,,,,,,medium,2026-03-21
oboe,Oboe,active,2024,"New York, NY",https://oboe.com,AI EdTech / Course Generation,AI-powered adaptive learning and course generation platform.,16.0,,,,,,,medium,2026-03-21
obot-ai,Obot AI,active,2025,"Cupertino, CA",https://obot.ai,AI Agents / MCP Infrastructure,"Open-source enterprise platform for MCP standard — gateway, security, agent framework.",35.0,,,,,,,medium,2026-03-21
observe-ai,Observe.AI,active,2017,"San Francisco / Redwood City, CA",https://www.observe.ai,AI for Contact Centers / Conversational Intelligence,Observe.AI is an AI-powered platform for contact centers that embeds intelligence into 100% of customer conversations,214.0,304.0,404 (as of Jan 2026),,,,,high,2026-03-20
ocell,OCELL,active,2020,Germany,https://www.ocell.io,AI Climate / Forest Digital Twins,AI digital twins of forests from aerial imagery and LiDAR — measures carbon storage and forest growth. 810K+ hectares managed.,11.0,,,,,,,medium,2026-03-21
octave-ai,Octave,active,2022,"San Francisco, CA",https://www.octavehq.com,AI Sales / GTM,Generative GTM platform — AI messaging brain for go-to-market motions.,5.5,,,,,,,medium,2026-03-21
octolane-ai,Octolane AI,Active,2023,"San Francisco, CA",https://octolane.com,AI Sales Intelligence / CRM,Self-driving AI CRM that automates sales actions and manual CRM updates,5.7,,,,,,,Medium,2026-03-23
octonomy,Octonomy,active,2024,"Cologne, Germany",https://www.octonomy.ai,Industrial AI / Manufacturing,"Agentic AI for heavy equipment — processes manuals, schematics, SOPs with 95%+ accuracy.",25.0,,,,,,,medium,2026-03-21
offdeal,OffDeal,active,2024,"New York, NY",https://offdeal.io,AI Finance / Investment Banking,"AI-native investment bank for SMB M&A (sell-side, $10-100M revenue companies). YC-backed.",17.0,,,,,,,medium,2026-03-21
olix-computing,Olix Computing,active,2024,"London, United Kingdom",https://olix.ai,AI chips; photonics; AI inference hardware,UK-based startup building photonic AI inference chips (Optical Tensor Processing Units) that integrate SRAM and photonics to outperform HBM-based designs.,250.0,1000.0,,,,,,high,2026-03-23
omni-design-tech,Omni Design Technologies,active,2018,"Milpitas, CA",https://www.omnidesigntech.com,AI Chips / Signal Processing,"Wideband signal processing IP for AI datacenter networking, autonomous vehicles, and satellite comms.",35.0,,,,,,,medium,2026-03-21
onfire-ai,Onfire AI,active,2025,"Tel Aviv, Israel",https://www.onfire.ai,AI Sales Intelligence,Military-grade contextual intelligence for SaaS sales — tracks developer buying signals in real time. Unit 8200 founders.,20.0,,,,,,,medium,2026-03-21
onlook,Onlook,Active,2024,"San Francisco, CA",https://onlook.dev,AI Developer Tools / Design-to-Code,Open-source visual editor for React apps that lets designers and developers collaborate in real time,0.5,,,,,,,Low,2026-03-23
onyx-security,Onyx Security,active,2024,"Tel Aviv, Israel",https://onyx.security,cybersecurity; AI agent security; enterprise AI,"Israeli AI security startup building the secure control plane for the agentic AI era, protecting and managing AI agents operating inside enterprise environments.",40.0,,,,,,,high,2026-03-23
onyx,Onyx,Private,2023,"San Francisco, CA",https://onyx.app,AI / Enterprise Search / Open-Source AI Research Agent,"Open-source AI research agent for the workplace that searches across 40+ enterprise tools like a human would, iteratively exploring parallel pathways to find the most complete answers",10.0,,20 (estimated),,,,,high,2026-03-24
openai,OpenAI,active,2015,"San Francisco, CA",https://openai.com,foundation models; generative AI; LLMs; AI infrastructure; enterprise AI; consumer AI,Creator of GPT and ChatGPT; the company that ignited the generative AI era.,168000.0,840000.0,,"ARR tripled from ~$6B (end 2024) to ~$20B (end 2025). Hit first $1B revenue month in July 2025. Sacra estimates ~$25B annualized run rate as of Feb 2026. 910M weekly active users. 9M+ paying business users. Projects $280B revenue by 2030. Despite revenue growth, company projects ~$14B in losses for 2026 due to massive compute spend.","Multi-stream: (1) Consumer subscriptions -- ChatGPT Free/Plus ($20/mo)/Pro ($200/mo); (2) Enterprise -- ChatGPT Team (~$25-30/user/mo), ChatGPT Enterprise (custom pricing ~$60/seat); (3) API platform -- usage-based pricing for developers building on GPT models; (4) Strategic licensing deals (Apple Intelligence integration, Disney/Sora). Exploring advertising as additional revenue stream.","Apple (ChatGPT integration in Apple Intelligence); Microsoft (Azure OpenAI Service, Copilot products); Amazon/AWS (exclusive third-party cloud distribution for enterprise); Disney ($1B investment + Sora licensing deal); Samsung & SK (Stargate initiative partnership); U.S. Department of Defense / Pentagon ($200M contract); U.S. Government (classified + unclassified AI services via AWS); Mattel (AI-powered product development); Consulting firms: Accenture, BCG, Capgemini, McKinsey (Frontier Alliances program); 1M+ organizations using OpenAI technology (as of Dec 2025)",No Chinese-origin founders. OpenAI has historically had Chinese-origin researchers on staff but the company has restricted API access in China since mid-2024. No prominent mainland Chinese executives in current leadership.,high,2026-03-20
openevidence,OpenEvidence,"Active, Private",2022,"Miami, FL",https://www.openevidence.com,AI / Healthcare / Clinical Decision Support,"> The ""ChatGPT for doctors"" -- an AI-powered medical search engine used by over 40% of U.S",700.0,12000.0,,,,,,high,2026-03-24
orasio,Orasio,active,2024,"Paris, France",https://orasio.ai,AI Public Safety / Video Intelligence,Real-time video intelligence for public safety — weapon and fire detection. GDPR-compliant.,15.0,,,,,,,medium,2026-03-21
orca-ai,Orca AI,active,2018,"Tel Aviv, Israel",https://www.orca-ai.io,maritime-ai; autonomous-shipping; computer-vision,Israeli maritime AI company building autonomous navigation systems with the world's largest marine visual dataset.,111.0,,,,,,,high,2026-03-23
orchid-security,Orchid Security,active,2024,"New York, NY",https://www.orchid.security,AI Identity Security,AI/LLM-powered enterprise identity security — maps and remediates fragmented access across 1200+ apps.,36.0,,,,,,,medium,2026-03-21
oro-labs,ORO Labs,active,2020,"Palo Alto, California, United States",https://www.orolabs.ai,enterprise AI; procurement automation; agentic AI,"AI-native procurement orchestration platform automating procurement requests, supplier onboarding, and compliance checks for global enterprises like Coca-Cola, Siemens Energy, and Novartis.",160.0,,,,,,,high,2026-03-23
osmo-ai,Osmo,active,2022,"New York, NY, USA",https://www.osmo.ai,AI / Olfaction / Biotechnology,"AI company digitizing the sense of smell, spun out of Google Brain, building olfactory intelligence for fragrance, healthcare, and public safety.",135.0,,,,,,,high,2026-03-23
otter-ai,Otter.ai,Private,2016,"Mountain View, California",https://otter.ai,AI Productivity / Meeting Transcription,"Otter.ai is an AI-powered meeting assistant that provides real-time transcription, automated summaries, and action items for meetings",70.0,,<200,$100M (March 2025),,,,high,2026-03-20
outset-ai,Outset,active,2022,"San Francisco, CA",https://outset.ai,AI Market Research / Qualitative,AI-moderated qualitative research — conversational interviews at survey scale. YC-backed.,50.8,,,,,,,medium,2026-03-21
overland-ai,Overland AI,active,2022,"Seattle, WA",https://overland.ai,AI Defense / Ground Autonomy,Autonomous software for off-road military ground vehicles. One human operator controls multiple robots. US Army/SOCOM contracts.,132.0,,,,,,,medium,2026-03-21
oxa,Oxa,active,2014,"Oxford, United Kingdom",https://oxa.tech,autonomous vehicles; robotics; industrial AI,"UK autonomous driving software company focused on industrial vehicle autonomy for ports, airports, and manufacturing, spun out of Oxford University.",277.0,,,,"Enterprise B2B software licensing. Oxa sells autonomous driving software (Oxa Driver) and a development toolchain (Oxa Foundry) to industrial fleet operators. Target verticals include ports, airports, manufacturing sites, and logistics hubs. Customers deploy Oxa's autonomy stack on industrial vehicles (not consumer cars). Key customers include DHL, Vantec, and bp. Geographic focus is UK, Europe, and Middle East. Revenue model is likely per-vehicle software licensing or subscription.",DHL; Vantec; bp,No known Chinese-origin founders. The founding team is British with deep Oxford University academic ties.,high,2026-03-20
oxmiq-labs,Oxmiq Labs,active,2024,"Campbell, CA",https://oxmiq.ai,AI Chips / GPU Architecture,"Software-defined GPU architecture from atoms to agents. Founded by Raja Koduri (ex-Apple, AMD, Intel GPU architect).",20.0,,,,,,,medium,2026-03-21
